"codigo_ocorrencia"~"ocorrencia_classificacao"~"ocorrencia_tipo"~"ocorrencia_latitude"~"ocorrencia_longitude"~"ocorrencia_cidade"~"ocorrencia_uf"~"ocorrencia_pais"~"ocorrencia_aerodromo"~"ocorrencia_dia"~"ocorrencia_horario"~"investigacao_aeronave_liberada"~"investigacao_status"~"divulgacao_relatorio_numero"~"divulgacao_relatorio_publicado"~"divulgacao_dia_publicacao"~"total_recomendacoes"~"total_aeronaves_envolvidas"~"ocorrencia_saida_pista"~"ocorrencia_dia_extracao"
"201305055424986"~"ACIDENTE"~"FALHA DO MOTOR EM VOO"~"-9.9085"~"-63.0333"~"ARIQUEMES"~"RO"~"BRASIL"~"SJOG"~"2013-05-05"~"11:00:00"~"NULL"~"FINALIZADA"~"***"~"NÃO"~"NULL"~"0"~"1"~"NÃO"~"2017-09-12"
"201605160250139"~"INCIDENTE GRAVE"~"COLISÃO EM VOO COM OBSTÁCULO"~"-11.2644"~"-61.2589"~"CACOAL"~"RO"~"BRASIL"~"SSKW"~"2016-05-13"~"19:19:00"~"SIM"~"ATIVA"~"IG-084/CENIPA/2016"~"NÃO"~"NULL"~"0"~"1"~"NÃO"~"2017-09-12"
"201311259977425"~"INCIDENTE GRAVE"~"POUSO SEM TREM"~"-11.4956"~"-61.4508"~"CACOAL"~"RO"~"BRASIL"~"SSKW"~"2013-11-25"~"12:32:00"~"NULL"~"FINALIZADA"~"IG-209/CENIPA/2013"~"SIM"~"2014-04-07"~"0"~"1"~"NÃO"~"2017-09-12"
"201103187273112"~"INCIDENTE"~"OUTROS TIPOS"~"-13.1950"~"-60.8184"~"CEREJEIRAS"~"RO"~"BRASIL"~"****"~"2011-03-18"~"13:30:00"~"NULL"~"FINALIZADA"~"***"~"NÃO"~"NULL"~"0"~"1"~"NÃO"~"2017-09-12"
"200808073991179"~"ACIDENTE"~"PERDA DE CONTROLE NO SOLO"~"-9.1194"~"-68.5978"~"CEREJEIRAS"~"RO"~"BRASIL"~"****"~"2008-08-07"~"15:10:00"~"NULL"~"FINALIZADA"~"A - 517/CENIPA/2016"~"SIM"~"2016-07-07"~"0"~"1"~"SIM"~"2017-09-12"
"200902274965349"~"INCIDENTE"~"PERDA DE CONTROLE NO SOLO"~"3.6521"~"-61.4206"~"AMAJARI"~"RR"~"BRASIL"~"****"~"2009-02-27"~"16:30:00"~"NULL"~"FINALIZADA"~"***"~"NÃO"~"NULL"~"0"~"1"~"SIM"~"2017-09-12"
"201604062021424"~"ACIDENTE"~"PERDA DE CONTROLE NO SOLO"~"3.7633"~"-62.4094"~"AMAJARI"~"RR"~"BRASIL"~"SWAQ"~"2016-04-05"~"16:05:00"~"SIM"~"FINALIZADA"~"A-063/CENIPA/2016"~"SIM"~"2017-06-22"~"2"~"1"~"SIM"~"2017-09-12"
"201604251335501"~"INCIDENTE GRAVE"~"TRÁFEGO AÉREO"~"3.5544"~"-61.8694"~"AMAJARI"~"RR"~"BRASIL"~"****"~"2016-02-24"~"05:48:00"~"SIM"~"ATIVA"~"IG-069/CENIPA/2016"~"NÃO"~"NULL"~"0"~"2"~"NÃO"~"2017-09-12"
"201108118145873"~"ACIDENTE"~"POUSO LONGO"~"3.7119"~"-64.1625"~"AMAJARI"~"RR"~"BRASIL"~"****"~"2011-08-11"~"17:00:00"~"NULL"~"FINALIZADA"~"A-105/CENIPA/2012"~"SIM"~"2012-09-20"~"4"~"1"~"NÃO"~"2017-09-12"
